ID,District,Season,Year,Crop,AvgAirTemp,MinAirTemp,MaxAirTemp,AvgTempSkew,AvgTempKurt,AvgRelHum,AvgRelHumSkew,AvgRelHumKurt,AvgDewPt,AvgDewPtSkew,AvgDewPtKurt,AvgPrec,AvgPrecSkew,AvgPrecKurt,AvgWind,Yield
519,Jaipur,Kharif,2010,Bajra,27.07398374,16.4,41.5,1.979590272,4.73013469,78.10487805,-1.830290487,2.606478893,22.6,-1.6815798709999998,2.169741651,,,2.169741651,2.7626016260000004,1.35
1589,Banglore,Kharif,2006,Maize,25.58333333,18.9,33.9,0.204149577,-0.572669181,73.22314815,-0.35142465700000003,-0.062270647,20.41388889,-2.02788537,10.90966149,10.61203704,3.99566528,18.32611812,4.37962963,3.5
1674,Ahmedabad,Rabi,2008,Rapeseed & mustard,24.7013245,8.2,40.4,-0.34148959799999995,-0.850569723,30.72847682,0.60485706,0.151223725,5.409271522999999,0.284566487,-0.35841587,0.027152318,11.48895452,-0.35841587,2.620529801,1.125
2072,Coimbatore,Kharif,1998,Ragi,24.98355263,18.4,34.4,0.607337796,-0.0013994620000000002,77.78157895,-1.655695366,3.134310043,20.73223684,-3.008633422,12.67393644,7.830921053,1.828000241,2.900452168,4.076973684,2.49
699,Banswara,Rabi,2010,Barley,25.51428571,13.6,36.8,-0.501688734,-0.897504431,32.74285714,2.108899175,5.752950393,7.486813187,0.8033127590000001,0.503070014,,,0.503070014,2.242857143,2.85
662,Hisar,Rabi,2009,Masoor,31.50387097,11.0,49.3,0.473135484,-0.64255982,47.78580645,0.016270935,-1.321349384,17.15870968,-1.067089493,0.189966619,,,0.189966619,2.896774194,0.0
1282,Hisar,Kharif,2004,Sesamum,28.59806452,7.8,43.2,-0.5008830439999999,-0.390295939,57.44258065,-0.079472217,-1.018675599,18.46580645,-0.7736824640000001,-0.26148676,2.0645161290000003,5.00267586,-0.26148676,1.922580645,0.65
261,Tonk,Kharif,2011,Niger seed,26.56504065,15.7,36.0,-0.202626609,0.193890867,79.59430894,-1.28792252,1.244558955,22.68780488,-1.350922598,1.779327418,5.008943089,2.188967388,1.779327418,3.019512195,0.2
1720,Banglore,Kharif,2012,Onion,25.79090909,21.1,37.1,0.723878488,-0.008395322,74.68863636,-1.204520564,0.8903579859999999,20.98181818,-0.8878826790000001,0.189557208,,,,7.052272727,5.31
1273,Banswara,Kharif,2001,Jowar,29.32439024,21.9,41.8,0.6149757060000001,0.298878122,61.03821138,-0.374288189,-0.726516583,20.24552846,-1.199166871,1.072330071,,,1.072330071,4.045528455,0.41
2230,Dharwad,Kharif,2000,Moong,25.56777778,16.2,43.0,1.484848147,1.092031089,73.20222222,-1.422834644,0.635076428,19.71666667,-1.811404313,2.38003947,6.82,11.4134871,2.969842831,4.724444444,0.51
2506,Rewari,Rabi,2004,Gram,21.82204007,1.7,43.9,0.004256414,-0.988737285,52.72386157,0.102393894,-0.929801573,10.70346084,0.371758141,-0.960540651,1.019672131,6.6244969560000015,50.04456219,2.033515483,4.807692308
1293,Gulberga,Whole year,2000,Coriander,27.20438356,12.7,44.8,0.665228439,-0.221073087,49.66082192,0.445265873,-1.041589613,14.37315068,-0.367671213,-1.021664031,2.391232877,6.760062359,-1.021664031,3.175616438,0.16
2344,Banglore,Kharif,2012,Horse-gram,25.79090909,21.1,37.1,0.723878488,-0.008395322,74.68863636,-1.204520564,0.8903579859999999,20.98181818,-0.8878826790000001,0.189557208,,,,7.052272727,0.54
847,Banswara,Kharif,2010,Urad,27.53495935,15.7,41.3,1.015816028,0.917846552,70.78211382,-0.85847488,-0.08702291,21.31382114,-1.401507473,2.419025191,,,2.419025191,3.444715447,0.42
2771,Rewari,Kharif,2005,Jowar,29.49210526,13.9,44.7,0.17115597300000002,-0.551379363,55.44671053,-0.075588401,-1.349284161,18.30986842,-0.7120380829999999,-0.722233406,3.572368421,4.215975779,22.22606805,2.407236842,0.600600601
1773,Banswara,Whole year,2007,Guar seed,26.72630137,9.8,43.9,0.17081911600000002,-0.36206429,48.37616438,0.616785745,-0.747995258,13.59671233,0.009002378,-1.192289427,,,-1.192289427,2.924383562,0.7
1331,Gulberga,Rabi,2010,Wheat,23.21652893,10.7,32.7,-0.683266802,0.363923415,71.28677686,-0.8768463320000001,-0.000633109,17.52727273,-1.010162492,0.313530966,,,0.313530966,2.760330579,1.5
745,Dharwad,Rabi,1999,Mustard,26.37777778,18.9,37.2,0.476150202,-0.581418572,73.68888889,-0.725975762,-0.192544108,21.09111111,-1.782743858,4.057336032,4.794444444,9.153114148,2.810093142,3.981111111,1.0
917,Banglore,Kharif,1999,Castor seed,23.89444444,18.0,32.0,0.5678439270000001,0.936530898,83.36111111,-1.24409399,1.15567404,20.88611111,-0.468554067,0.063631197,7.553703704,2.306255394,5.265535498,3.668518519,0.94
2056,Indore,Rabi,2012,Sunflower,26.125,23.1,31.2,0.221094304,-0.777837908,85.5,-1.628626441,0.085378026,23.525,0.331228162,-0.803838052,,,,5.825,0.5
1133,Indore,Kharif,1997,Maize,16.89333333,7.6,26.7,-0.053766012,0.124299079,46.18333333,1.285375306,1.462024675,5.036666667,0.963868188,-0.0061039,0.02,20.27566962,4.418852264,1.83,1.06
2427,Indore,Kharif,2008,Maize,18.99333333,10.3,31.5,0.947965128,0.113205032,48.18,-0.84948885,-0.336542333,7.373333333,-0.325213679,-0.715108552,0.113333333,13.19780401,3.751591552,2.49,1.29
1654,Ahmedabad,Whole year,2002,Onion,27.18054795,10.0,42.5,0.333783407,0.372250788,50.10712329,0.360749826,-1.503016298,13.88,-0.24022024100000006,-1.31284461,1.463561644,6.170152057999999,-1.31284461,2.661369863,27.0
848,Ahmedabad,Kharif,2012,Sesamum,,12.2,47.2,,,,,,,,,,,,,0.5
395,Banswara,Kharif,2009,Arhar/tur,28.36097561,17.5,41.3,0.927240339,0.376770722,66.0097561,-0.610056695,-0.332277722,20.79105691,-1.5872329019999998,2.752539007,,,2.752539007,3.781300813,0.24
2662,Gulberga,Kharif,2006,Sesamum,26.93252033,37.6,20.2,0.701232588,0.183010336,65.65040649999999,-0.287317648,-0.58225501,19.73577236,-0.6627393970000001,0.520674966,6.761788618,4.982667789,0.520674966,4.770731707,0.38
2052,Ahmedabad,Kharif,2000,Castor seed,29.10457516,15.9,40.3,0.113901998,-0.890396099,61.87647059,-0.44080854,-0.815690695,20.02026144,-1.5603170990000002,1.890900355,3.007189543,5.773716029,1.890900355,3.292810458,0.782369146
1526,Banswara,Rabi,2011,Barley,23.36129032,14.8,33.0,-0.753281577,-0.004674147,35.65806452,1.334815074,1.386782426,6.464516129,-0.289560408,0.240407252,,,0.240407252,1.929032258,1.59
2421,Coimbatore,Kharif,2010,Maize,24.12565789,20.0,31.8,-0.110554195,0.8450920829999999,81.42828947,0.315007728,-0.334766955,20.77697368,0.242346394,-0.010899794,,,,4.148684211,5.85
2649,Banglore,Kharif,2009,Maize,25.0,19.2,36.4,0.839397707,1.764754121,78.98055556,-0.526079424,0.96506659,21.10555556,-0.079606153,0.930591536,9.117391304,1.884148909,2.532651689,5.512037037000001,4.64
280,Hisar,Whole year,2003,Potato,27.53290323,8.1,44.0,0.393724905,0.137722548,66.95354839,-0.629618856,-1.183308175,20.00903226,-1.063724557,-0.270642905,3.387096774,3.391409264,-0.270642905,1.850322581,17.72
2559,Hisar,Rabi,2003,Rapeseed & mustard,27.53290323,8.1,44.0,0.393724905,0.137722548,66.95354839,-0.629618856,-1.183308175,20.00903226,-1.063724557,-0.270642905,3.387096774,3.391409264,-0.270642905,1.850322581,1.53
2318,Jalna,Kharif,1999,Urad,23.865,18.8,32.0,0.964885259,1.6176927209999998,85.29,-1.946950553,3.52680759,21.23333333,-0.365136807,0.032900914,7.296666667,2.16432438,3.758508308,4.075,0.74
2441,Gulberga,Summer,2008,Maize,29.81721311,14.3,47.3,-0.095126689,-0.907680077,43.17868852,0.41722743,-0.735391275,15.08606557,-0.631111118,-0.380964629,0.739344262,6.382884168,-0.380964629,4.073770492,3.15
667,Dharwad,Kharif,1999,Small millets,26.39888889,20.7,42.6,0.136845221,-1.360877611,67.36555556,-0.306218516,-1.237104986,19.48111111,-1.250844427,0.83773704,,,,5.298888889,0.68
335,Bhagalpur,Kharif,2012,Castor seed,21.4804878,9.3,33.2,0.534969284,1.277560952,54.63739837,0.053171003,-1.373631749,11.02276423,-0.182249832,-1.117468146,3.97398374,2.08996712,-1.117468146,2.346341463,1.0
2213,Coimbatore,Whole year,2007,Castor seed,24.9,13.3,35.8,-0.200892866,0.08272874200000001,70.93983516,-0.499927674,-0.69695342,19.07884615,-0.851408299,-0.027269661,5.443681319,2.721245605,7.836997563,3.5434065930000003,0.37
2161,Gulberga,Kharif,2007,Sesamum,26.40731707,36.0,15.1,0.377009387,-0.285488936,72.14796748,-0.241649275,-0.8077102970000001,20.88292683,-0.488513754,-0.305563504,8.008130081000001,2.347137405,-0.305563504,4.139837398,0.52
1010,Gulberga,Rabi,2009,Linseed,23.37438017,12.4,36.8,-0.16264044,0.168187668,63.28347107,0.203716622,-0.33570878200000004,15.78760331,-0.229797385,-0.038660452000000005,,,-0.038660452000000005,2.862809917,0.29
1799,Banswara,Kharif,2008,Sesamum,26.99512195,14.6,40.8,0.979617743,0.8570249809999999,70.60081301,-0.654625063,-0.351846341,20.73577236,-1.651449815,2.483230716,,,2.483230716,3.479674797,0.29
752,Rewari,Kharif,2000,Bajra,28.56184211,14.4,40.6,0.73205935,0.676041874,58.73684211,-0.269382365,-1.494448215,18.44473684,-1.025354761,-0.30709604,2.947368421,4.349935736,21.64634336,2.148026316,1.084140314
2474,Banglore,Whole year,2010,Sweet potato,27.9793956,25.7,30.8,0.43615257,-0.080637082,77.17939559999998,-1.066518286,0.919274883,23.65934066,-1.037120983,0.905898744,,,,5.56978022,8.2
2531,Banglore,Rabi,2000,Gram,26.30488656,11.2,43.2,0.50980168,0.086797065,44.81326353,0.792181623,-0.611538174,11.96561955,0.23335896,-1.161799373,2.10052356,6.125390929,48.8648242,2.95113438,0.65
784,Hisar,Rabi,2000,Barley,29.28193548,2.9,42.1,0.208760312,-0.013868134,52.61677419,0.06279692,-1.436760015,17.33354839,-0.885805953,-0.444589581,2.118064516,3.649214589,-0.444589581,1.996129032,3.24
1243,Hisar,Kharif,2012,Rice,,7.0,51.1,,,,,,,,,,,,,2.42
2512,Indore,Kharif,2008,Rice,18.99333333,10.3,31.5,0.947965128,0.113205032,48.18,-0.84948885,-0.336542333,7.373333333,-0.325213679,-0.715108552,0.113333333,13.19780401,3.751591552,2.49,0.64
1116,Hisar,Whole year,2001,Potato,27.22129032,4.8,38.9,-0.724061217,0.4406654820000001,67.52387097,-0.858345015,-0.747913411,19.91935484,-1.233875768,0.308861272,2.879354839,4.09864646,0.308861272,1.7890322580000002,18.6
1359,Banglore,Whole year,1998,Turmeric,27.9293956,24.1,31.5,-0.246785577,-0.321986004,73.08708791,-0.711499834,0.221146978,22.64917582,-1.080859076,0.35882831200000004,4.090934066,4.066974649,21.64429385,5.487362637,3.58
2051,Jaipur,Kharif,2003,Jowar,28.13170732,19.3,41.0,1.063314712,0.47607475,69.61869919,-0.852684524,-0.66688648,21.36666667,-1.6746453999999995,3.143399173,,,3.143399173,2.956910569,0.95
931,Indore,Whole year,2011,Sweet potato,25.93241758,5.7,47.7,-0.053799447,-0.139087489,54.01978022,-1.23569892,-0.021229996,14.05851648,-0.063952668,-1.495487244,,,,3.623901099,5.55
61,Banswara,Kharif,2008,Small millets,26.99512195,14.6,40.8,0.979617743,0.8570249809999999,70.60081301,-0.654625063,-0.351846341,20.73577236,-1.651449815,2.483230716,,,2.483230716,3.479674797,0.01
697,Jalna,Rabi,1997,Other  rabi pulses,26.19022688,11.7,41.6,0.572539605,-0.201102834,49.89965096,0.267162706,-1.160971856,13.53019197,-0.191092138,-0.909887653,2.068553459,5.1472349610000006,30.91030609,3.037347295,0.03
2448,Banglore,Whole year,2003,Potato,27.6010989,23.8,30.8,-0.736038141,0.219268095,72.22307692,-0.767598475,0.12063878,22.18489011,-0.80926264,-0.100539339,1.847527473,5.676331306,37.1081145,5.9016483520000005,14.24
1142,Dharwad,Rabi,2000,Other rabi pulses,24.25888889,18.4,32.5,0.731190972,0.379284694,74.94333333,-1.830465021,3.558474848,19.42111111,-2.798422198,8.699833819,4.173333333,9.874836536,3.0603658260000004,3.797777778,0.14
1216,Banglore,Kharif,2004,Arhar/tur,24.07962963,17.7,31.3,0.098412983,0.31586074,83.14907407,-1.635157797,2.407544141,21.01666667,-1.059336831,0.690723482,6.30462963,2.481850856,6.353872331,3.437962963,0.8
1298,Ahmedabad,Rabi,2002,Wheat,25.13443709,11.8,38.3,-0.129119172,-0.6717667979999999,35.99006623,2.007247206,3.699464829,8.171523179,0.8350248440000001,0.540427286,0.239072848,6.183039164,0.540427286,2.074172185,1.350943396
1027,Coimbatore,Whole year,2009,Cardamom,23.82307692,14.0,35.4,-0.101485217,-0.115613238,79.01483516,-0.994376783,1.53500454,19.92664835,-1.087979078,0.901937496,3.658536585,3.938960092,19.15874789,3.0362637360000004,0.08
1173,Tonk,Kharif,1997,Moong,27.74796748,9.5,40.4,1.47579887,1.6777651409999998,75.44552846,-1.688493588,2.017872654,22.52357724,-2.16907143,5.191889853999999,,,5.191889853999999,2.58699187,0.16
234,Gulberga,Whole year,2008,Sannhamp,26.50082192,12.4,47.3,0.909311698,0.219157962,59.04821918,-0.381250056,-0.905250215,17.04657534,-1.067401781,0.474037501,2.273424658,4.2817762089999984,0.474037501,4.170136986,0.25
1978,Coimbatore,Whole year,2006,Sesamum,24.94835165,12.8,38.4,0.242190892,0.3782784420000001,68.86758242,-0.6942300440000001,0.219512833,18.58818681,-1.827887992,4.303297938,4.593406593,2.625723386,7.020914534,3.666758242,0.46
2708,Ahmedabad,Kharif,2003,Maize,27.93856209,15.7,40.8,0.925190612,0.468431711,70.41895425,-1.107739958,-0.32848889800000003,20.9875817,-1.582831682,1.160948694,5.512418301,4.31008321,1.160948694,3.087581699,1.714285714
828,Dharwad,Rabi,2002,Wheat,23.76555556,15.5,31.2,0.7587916509999999,0.6400873,83.37666667,-0.8759519029999999,1.218637059,20.78555556,-0.653937829,1.479559042,3.248888889,25.58756742,4.4497705210000005,3.37,0.28
1446,Tonk,Kharif,2010,Niger seed,27.07398374,16.4,41.5,1.979590272,4.73013469,78.10487805,-1.830290487,2.606478893,22.6,-1.6815798709999998,2.169741651,,,2.169741651,2.7626016260000004,0.5
518,Banswara,Rabi,2010,Peas & beans (pulses),25.51428571,13.6,36.8,-0.501688734,-0.897504431,32.74285714,2.108899175,5.752950393,7.486813187,0.8033127590000001,0.503070014,,,0.503070014,2.242857143,0.5
2619,Gulberga,Whole year,2011,Ginger,26.09837398,38.3,20.3,0.538094167,-0.230734857,74.50487805,-0.417417357,-0.612204055,21.19430894,-0.720334958,0.060830446,,,0.060830446,6.360162602000001,3.18
305,Ahmedabad,Kharif,2004,Cotton,27.93464052,15.7,40.0,0.743458077,0.950262555,68.44052288,-0.919108131,-0.126934293,20.96666667,-1.98698988,3.35498438,5.537908497,4.487041673999999,3.35498438,3.0405228760000003,1.755672823
2245,Indore,Kharif,2001,Rice,18.10666667,7.0,29.0,0.217510956,-1.017392652,39.11333333,-0.375492054,0.212980865,3.616666667,-1.019395834,0.402503375,0.01,30.0,5.477225575,2.203333333,0.55
1749,Bhagalpur,Rabi,2006,Safflower,12.47753425,-5.4,32.3,-0.12352205,-1.240847885,59.34109589,-0.018252682,-1.061665399,3.98630137,0.311901262,-0.949101793,,,-0.949101793,2.663561644,0.67
1352,Ahmedabad,Whole year,2005,Guar seed,27.95945205,13.5,44.9,0.020698805,-0.06915542200000001,48.22438356,0.451737384,-1.272522691,14.36712329,-0.05921603900000001,-1.547018394,2.398082192,7.037210245,-1.547018394,2.819726027,0.5
2545,Banswara,Kharif,2011,Small millets,26.6796748,16.7,36.4,0.8854486229999999,1.109106657,75.73414634,-0.76733806,-0.091980744,21.92845528,-1.164563114,1.912524106,7.4,2.350191518,1.912524106,3.424390244,0.08
739,Banglore,Kharif,2004,Other kharif pulses,24.07962963,17.7,31.3,0.098412983,0.31586074,83.14907407,-1.635157797,2.407544141,21.01666667,-1.059336831,0.690723482,6.30462963,2.481850856,6.353872331,3.437962963,0.18
1325,Indore,Rabi,2002,Sunflower,25.91666667,13.5,37.0,-0.298790359,-1.033276477,38.37833333,2.037811285,1.613547071,9.836666667000001,0.7864043940000001,0.573390847,0.036666667,56.31581609,7.425087115,1.76,0.5
187,Gulberga,Rabi,2010,Horse-gram,23.21652893,10.7,32.7,-0.683266802,0.363923415,71.28677686,-0.8768463320000001,-0.000633109,17.52727273,-1.010162492,0.313530966,,,0.313530966,2.760330579,0.61
698,Indore,Kharif,2006,Arhar/tur,17.83666667,8.1,29.0,0.42463027,-0.54614858,41.02333333,0.808981781,-0.116053134,4.19,-0.326018038,0.828914978,0.013333333,30.0,5.477225575,2.016666667,0.6
2359,Banswara,Rabi,1999,Masoor,20.96129032,13.2,31.1,-0.136025539,-0.79898665,42.36774194,0.625576299,-0.991760961,6.667741935,-0.252907112,-0.847741093,,,-0.847741093,2.722580645,0.93
256,Jaipur,Kharif,1998,Sesamum,29.69756098,19.6,42.1,0.298461829,-1.048559233,58.22276423,0.036185033,-1.38191977,19.52601626,-1.020816703,1.238418266,,,1.238418266,3.490243902,0.23
2826,Hisar,Kharif,1999,Sesamum,28.85483871,6.7,45.1,0.086428934,-0.708697903,57.78967742,0.264578115,-1.301501589,18.98774194,-0.826634388,0.244424257,1.477419355,5.685059275,0.244424257,2.244516129,0.0
1207,Gulberga,Rabi,2011,Jowar,26.09837398,38.3,20.3,0.538094167,-0.230734857,74.50487805,-0.417417357,-0.612204055,21.19430894,-0.720334958,0.060830446,,,0.060830446,6.360162602000001,0.93
1049,Gulberga,Rabi,2001,Sunflower,24.52727273,12.9,35.0,0.160057521,-0.298618649,51.33305785,0.897609943,-0.471046754,13.03966942,0.121080324,-0.269801538,0.958677686,6.2610831010000005,-0.269801538,2.210743802,0.44
830,Hisar,Kharif,2007,Cotton,28.25612903,6.9,44.9,0.13771381,-0.303507987,59.72967742,-0.444718424,-1.07724365,18.65483871,-1.289029973,0.288309834,2.523225806,3.407288157,0.288309834,2.007741935,3.94
825,Jalna,Kharif,2006,Arhar/tur,25.71521739,19.8,33.9,0.09935127,-0.671189922,72.95652174,-0.039249453,-0.7956282159999999,20.49891304,0.11900842,0.208604193,11.50978261,3.768109738,15.89410926,4.764130435,0.88
32,Rewari,Whole year,2008,Onion,24.65989011,1.6,46.3,-0.480936554,-0.531908742,49.73818681,0.152346172,-1.322406747,11.69725275,-0.411151305,-0.894459993,2.221153846,4.235936675,21.30382273,2.648901099,17.85714286
2736,Tonk,Rabi,2001,Linseed,31.73495935,21.4,43.2,-0.06742538,-0.70349738,47.71138211,0.520504938,-0.935283885,18.02764228,-0.354585721,-0.759087745,,,-0.759087745,3.519512195,0.24
2388,Jalna,Rabi,1998,Jowar,26.47574171,11.4,42.5,0.396709989,-0.63634268,51.01186736,0.18446982,-1.161248235,14.01972077,-0.159017797,-1.160295895,2.621640489,5.45461945,35.80750367,2.841710297,0.73
563,Ahmedabad,Rabi,2006,Other rabi pulses,26.05364238,13.0,37.7,-0.217155986,-0.917855043,32.39801325,2.185313301,6.838050141,7.772847682,0.984818983,0.6997057320000001,0.035099338,6.265391427000001,0.6997057320000001,2.009933775,1.0
680,Bhagalpur,Rabi,2002,Gram,14.24191781,-6.9,34.8,-0.10442918,-1.224734219,52.84547945,0.15363195400000002,-1.338141441,3.486849315,0.456466234,-1.081622692,,,-1.081622692,2.4476712330000003,0.73
1595,Gulberga,Kharif,2010,Jowar,25.88943089,40.3,21.2,1.731317653,3.143393473,78.29918699,-1.256212245,1.45605868,21.77317073,-0.439197357,-0.190204737,,,-0.190204737,5.622764227999999,0.84
1600,Coimbatore,Kharif,2004,Small millets,25.05197368,18.4,32.7,0.07890288,-0.543520922,72.20592105,-0.029512646,-0.7844321059999999,19.63486842,-0.752274097,2.071633382,6.8085526320000005,2.807841713,9.112072053,4.668421053,1.38
2774,Banglore,Kharif,2010,Urad,25.07777778,19.5,32.6,-0.297339215,0.051316562,82.43240741,-0.5567392320000001,-0.375317097,21.88611111,-0.6888459859999999,0.8946796640000001,,,,5.019444444,0.36
275,Ahmedabad,Kharif,2010,Sesamum,29.3,15.0,45.7,1.893076445,4.2267865539999985,72.30522876,-0.7258764409999999,-0.236032636,23.63921569,-1.383345389,1.454203648,,,1.454203648,4.058169935,0.395833333
1866,Bhagalpur,Kharif,2011,Arhar/tur,19.35528455,7.5,31.4,-0.001581283,0.734340172,71.32682927,-0.924504872,0.357836812,13.78455285,-0.587288853,-0.201267385,4.843902439,3.799001156,-0.201267385,2.11300813,1.37
608,Jaipur,Kharif,2004,Jowar,28.21300813,20.1,42.7,1.152809974,0.662526025,73.24715447,-1.116222723,0.103311614,22.35284553,-1.759880923,3.439762539,,,3.439762539,3.050406504,0.36
1409,Hisar,Kharif,1999,Cotton,28.85483871,6.7,45.1,0.086428934,-0.708697903,57.78967742,0.264578115,-1.301501589,18.98774194,-0.826634388,0.244424257,1.477419355,5.685059275,0.244424257,2.244516129,2.59
232,Ahmedabad,Rabi,2012,Gram,24.09271523,9.1,38.5,-0.107149322,-1.2549087840000002,46.9602649,-0.509711888,-0.706090557,11.27284768,-0.309003468,-1.078659538,,,-1.078659538,2.970860927,0.719745223
2112,Jaipur,Rabi,2012,Wheat,29.48617886,20.7,42.7,0.775125139,-0.10867706,64.85691057,-0.442779248,-1.208186589,21.39756098,-0.622049159,-0.553231965,4.86504065,2.6888096580000003,-0.553231965,2.979674797,3.38
1089,Banglore,Rabi,2009,Potato,25.92216405,12.1,47.5,0.62625598,-0.422665063,52.07609075,-0.111966551,-1.232406895,13.66928447,-0.261493084,-1.104473869,2.15,4.979702487,26.35690918,3.642582897,15.04
644,Coimbatore,Whole year,2005,Cashewnut,25.13516484,13.7,37.8,0.046665926,-0.051014145,68.64340659,-0.381960935,-0.745133684,18.65961538,-1.076633264,1.027353744,5.233241758,2.616964011,7.108765002999999,3.491758242,0.38
1428,Jalna,Kharif,2009,Small millets,25.06847826,20.8,36.4,0.899765245,1.989628654,78.39347826,-0.911960908,1.7634425580000002,21.0576087,-0.04483477,0.793065404,9.117391304,1.884148909,2.532651689,5.74673913,0.2
2013,Tonk,Rabi,2000,Gram,29.41138211,20.4,43.7,0.7121643540000001,-0.08800941400000001,59.3,-0.21078797,-1.260130217,19.49756098,-0.701802082,-0.078081818,,,-0.078081818,3.16504065,0.5
1921,Bhagalpur,Whole year,2003,Banana,12.99123288,-7.6,33.5,-0.236040159,-1.104022511,50.07972603,0.218285083,-1.048260318,1.667671233,0.425563866,-0.8654583159999999,,,-0.8654583159999999,2.572328767,2.43
2040,Dharwad,Whole year,1998,Dry chillies,26.11565934,15.3,40.4,0.941143539,0.544990318,60.66593407,-0.096308206,-1.273221208,17.01868132,-0.956660938,0.203213423,3.487087912,27.45321018,4.489050417,3.151648352,0.77
2225,Gulberga,Whole year,1999,Dry chillies,26.55424658,13.0,42.7,0.705055436,-0.434027899,51.13643836,0.197808321,-1.370338035,13.99835616,-0.120207089,-1.470779347,2.263287671,4.519300242,-1.470779347,3.285479452,1.39
1826,Gulberga,Kharif,2009,Small millets,26.00243902,40.1,19.8,0.928044824,0.7739191320000001,74.61138211,-0.402714677,0.080079931,21.1195122,0.0425664,0.645082235,,,0.645082235,5.872357724,0.22
1741,Hisar,Kharif,2006,Urad,28.94516129,6.4,41.9,-0.237908932,-0.035743283,58.27741935,-0.231359145,-0.8508658159999999,19.25419355,-0.569329808,-0.829687651,2.016129032,4.213484181,-0.829687651,2.085806452,0.5
370,Banswara,Kharif,2008,Arhar/tur,26.99512195,14.6,40.8,0.979617743,0.8570249809999999,70.60081301,-0.654625063,-0.351846341,20.73577236,-1.651449815,2.483230716,,,2.483230716,3.479674797,0.61
2758,Banglore,Rabi,2006,Horse-gram,26.35759162,11.5,41.9,0.36803911,-0.333823772,47.7052356,0.522441673,-0.791648233,13.22443281,-0.052693753,-1.040600236,2.64904014,8.128598947,81.7589545,2.956893543,0.49
2079,Jaipur,Kharif,2000,Arhar/tur,29.41138211,20.4,43.7,0.7121643540000001,-0.08800941400000001,59.3,-0.21078797,-1.260130217,19.49756098,-0.701802082,-0.078081818,,,-0.078081818,3.16504065,0.16
2840,Banglore,Kharif,2012,Maize,25.79090909,21.1,37.1,0.723878488,-0.008395322,74.68863636,-1.204520564,0.8903579859999999,20.98181818,-0.8878826790000001,0.189557208,,,,7.052272727,3.2
954,Bhagalpur,Kharif,2012,Sesamum,21.4804878,9.3,33.2,0.534969284,1.277560952,54.63739837,0.053171003,-1.373631749,11.02276423,-0.182249832,-1.117468146,3.97398374,2.08996712,-1.117468146,2.346341463,0.88
682,Banswara,Whole year,2010,Sannhamp,27.29123288,11.7,41.3,0.233216722,-0.658869447,48.30383562,0.461653264,-1.102311966,13.85561644,-0.091881351,-1.101921591,,,-1.101921591,3.014246575,0.13
578,Banglore,Rabi,2000,Rice,26.30488656,11.2,43.2,0.50980168,0.086797065,44.81326353,0.792181623,-0.611538174,11.96561955,0.23335896,-1.161799373,2.10052356,6.125390929,48.8648242,2.95113438,2.14
1054,Coimbatore,Whole year,2009,Urad,23.82307692,14.0,35.4,-0.101485217,-0.115613238,79.01483516,-0.994376783,1.53500454,19.92664835,-1.087979078,0.901937496,3.658536585,3.938960092,19.15874789,3.0362637360000004,0.38
144,Ahmedabad,Kharif,1999,Urad,28.5503268,15.5,37.4,-0.201407133,-0.970848653,64.84705882,-0.623372452,-0.104943841,20.73071895,-2.240981913,4.865782858999999,3.173202614,4.312237951,4.865782858999999,3.475816994,0.214285714
308,Coimbatore,Whole year,1997,Gram,25.66126374,14.4,37.7,0.347260931,0.17198915399999998,66.48214286,-0.547104348,-0.6831929090000001,18.58736264,-1.294170794,1.307984407,5.085714286,2.195893884,4.533216811,3.428571429,0.74
2502,Banswara,Whole year,1998,Sugarcane,27.61506849,11.2,41.0,-0.156023101,-0.849507056,38.25808219,0.809951437,-0.580177432,10.12520548,-0.04918084,-0.837314129,,,-0.837314129,3.314520548,49.75
1112,Jaipur,Rabi,2006,Linseed,29.38861789,18.8,43.6,0.714773511,-0.47001029,58.93658537,-0.176973378,-1.528363351,19.17479675,-0.838352465,-0.37948154,,,-0.37948154,2.992682927,0.83
1519,Jalna,Kharif,2009,Niger seed,25.06847826,20.8,36.4,0.899765245,1.989628654,78.39347826,-0.911960908,1.7634425580000002,21.0576087,-0.04483477,0.793065404,9.117391304,1.884148909,2.532651689,5.74673913,0.25
991,Ahmedabad,Kharif,2001,Urad,27.34379085,15.2,38.5,0.575598091,-0.129939816,74.17581699,-1.146982825,0.438947543,21.88300654,-2.035104511,3.392783015,3.233986928,3.918032684,3.392783015,2.776470588,0.625
1725,Bhagalpur,Kharif,1997,Arhar/tur,19.25772358,-2.3,31.2,-0.158219865,-0.650204302,74.6699187,-1.5923402969999998,2.889452772,14.45691057,-0.8096748090000001,0.24914999,,,0.24914999,2.010569106,0.83
809,Jalna,Rabi,1999,Gram,25.62897033,11.2,43.2,0.6904702429999999,-0.201714799,49.33507853,0.473290703,-1.138681485,12.53019197,0.174034235,-1.3716998880000002,2.371727749,5.063606858,29.55035182,2.953926702,0.62
2446,Coimbatore,Kharif,2005,Urad,25.59671053,17.9,34.5,0.51478421,0.058265766,70.06907895,-0.263701994,-0.396043113,19.57236842,-0.944559047,1.440911855,8.505263158,1.670537711,1.968323251,4.740131579,0.7
